Sample_ID,Window_ID,Timestamp_s,AccX_g,AccY_g,AccZ_g,Activity
1843,W00037,2.1,0.857,0.0945,0.3501,Resting
1844,W00037,2.15,0.8238,0.0979,0.3484,Resting
1845,W00037,2.2,0.8691,0.0929,0.3668,Resting
1846,W00037,2.25,0.8534,0.0936,0.3337,Resting
1847,W00037,2.3,0.8333,0.1186,0.3707,Resting
1848,W00037,2.35,0.8404,0.1117,0.3396,Resting
1849,W00037,2.4,0.889,0.095,0.3653,Resting
1850,W00037,2.45,0.816,0.1082,0.3875,Resting
1851,W00038,0.0,0.0369,0.0484,1.0093,Standing
1852,W00038,0.05,0.1227,0.1164,0.9682,Standing
1853,W00038,0.1,0.0774,0.1333,1.0144,Standing
1854,W00038,0.15,0.0612,0.0813,0.9227,Standing
1855,W00038,0.2,0.0579,0.1507,1.0046,Standing
1856,W00038,0.25,0.128,0.1,1.0231,Standing
1857,W00038,0.3,-0.005,0.1458,0.9634,Standing
1858,W00038,0.35,0.0675,0.0968,1.0054,Standing
1859,W00038,0.4,0.0636,0.095,1.0221,Standing
1860,W00038,0.45,0.0179,0.0875,0.9787,Standing
1861,W00038,0.5,0.095,0.1669,0.9703,Standing
1862,W00038,0.55,0.0668,0.1075,1.0172,Standing
1863,W00038,0.6,0.1622,0.1415,0.941,Standing
1864,W00038,0.65,0.0557,0.0931,0.9651,Standing
1865,W00038,0.7,0.1113,0.1623,0.9833,Standing
1866,W00038,0.75,0.042,0.1079,0.9734,Standing
1867,W00038,0.8,0.095,0.1623,0.9203,Standing
1868,W00038,0.85,0.1172,0.0948,1.0243,Standing
1869,W00038,0.9,0.0819,0.033,0.953,Standing
1870,W00038,0.95,0.0439,0.0909,1.0049,Standing
1871,W00038,1.0,0.0988,0.1019,0.9672,Standing
1872,W00038,1.05,0.0722,0.0806,1.0164,Standing
1873,W00038,1.1,0.0982,0.128,1.0191,Standing
1874,W00038,1.15,0.1448,0.1418,0.9394,Standing
1875,W00038,1.2,0.0295,0.1265,0.9738,Standing
1876,W00038,1.25,0.0906,0.0787,0.9767,Standing
1877,W00038,1.3,0.0833,0.0752,0.9485,Standing
1878,W00038,1.35,0.0718,0.0835,0.9525,Standing
1879,W00038,1.4,0.0819,0.1096,0.9962,Standing
1880,W00038,1.45,0.0028,0.0619,0.9649,Standing
1881,W00038,1.5,0.0291,0.0532,0.9934,Standing
1882,W00038,1.55,0.0513,0.0538,0.9766,Standing
1883,W00038,1.6,0.1099,0.0982,0.9402,Standing
1884,W00038,1.65,0.038,0.1612,1.0005,Standing
1885,W00038,1.7,0.0441,0.0742,0.9534,Standing
1886,W00038,1.75,0.0545,0.0747,0.9441,Standing
1887,W00038,1.8,0.0093,0.0969,0.9471,Standing
1888,W00038,1.85,0.0401,0.1065,0.9682,Standing
1889,W00038,1.9,0.0254,0.0881,0.9957,Standing
1890,W00038,1.95,-0.0171,0.0383,0.9872,Standing
1891,W00038,2.0,-0.029,0.1338,0.9745,Standing
1892,W00038,2.05,0.0364,0.096,0.9848,Standing
1893,W00038,2.1,0.0473,0.1126,0.9642,Standing
1894,W00038,2.15,0.0336,0.038,0.9742,Standing
1895,W00038,2.2,0.01,0.1321,0.9578,Standing
1896,W00038,2.25,0.061,0.0788,0.9632,Standing
1897,W00038,2.3,-0.0117,0.0801,0.938,Standing
1898,W00038,2.35,0.0374,0.0788,0.9103,Standing
1899,W00038,2.4,0.0264,0.0367,0.9876,Standing
1900,W00038,2.45,0.0187,0.0581,0.9925,Standing
1901,W00039,0.0,0.8799,0.0889,0.2943,Sleeping
1902,W00039,0.05,0.8822,0.0852,0.2959,Sleeping
1903,W00039,0.1,0.8677,0.0716,0.3071,Sleeping
1904,W00039,0.15,0.8744,0.074,0.291,Sleeping
1905,W00039,0.2,0.8762,0.0719,0.2997,Sleeping
1906,W00039,0.25,0.8643,0.075,0.3015,Sleeping
1907,W00039,0.3,0.8875,0.055,0.2985,Sleeping
1908,W00039,0.35,0.8666,0.0773,0.2859,Sleeping
1909,W00039,0.4,0.8755,0.0779,0.3147,Sleeping
1910,W00039,0.45,0.8673,0.0763,0.3038,Sleeping
1911,W00039,0.5,0.8753,0.069,0.299,Sleeping
1912,W00039,0.55,0.8719,0.0783,0.2921,Sleeping
1913,W00039,0.6,0.8701,0.0823,0.2952,Sleeping
1914,W00039,0.65,0.8841,0.0796,0.2932,Sleeping
1915,W00039,0.7,0.8734,0.0854,0.2837,Sleeping
1916,W00039,0.75,0.8887,0.0623,0.2961,Sleeping
1917,W00039,0.8,0.8677,0.0768,0.3145,Sleeping
1918,W00039,0.85,0.8729,0.0833,0.2864,Sleeping
1919,W00039,0.9,0.8834,0.0827,0.2945,Sleeping
1920,W00039,0.95,0.8697,0.0863,0.2938,Sleeping
1921,W00039,1.0,0.8853,0.0713,0.2985,Sleeping
1922,W00039,1.05,0.8585,0.0833,0.3112,Sleeping
1923,W00039,1.1,0.8694,0.0838,0.3007,Sleeping
1924,W00039,1.15,0.869,0.0741,0.2997,Sleeping
1925,W00039,1.2,0.8788,0.0658,0.2902,Sleeping
1926,W00039,1.25,0.8819,0.0725,0.3019,Sleeping
1927,W00039,1.3,0.8658,0.0852,0.3116,Sleeping
1928,W00039,1.35,0.8911,0.0744,0.292,Sleeping
1929,W00039,1.4,0.8692,0.0882,0.2932,Sleeping
1930,W00039,1.45,0.8693,0.0695,0.3107,Sleeping
1931,W00039,1.5,0.8858,0.0717,0.2948,Sleeping
1932,W00039,1.55,0.8704,0.086,0.3053,Sleeping
1933,W00039,1.6,0.8797,0.0622,0.3061,Sleeping
1934,W00039,1.65,0.8859,0.0812,0.3058,Sleeping
1935,W00039,1.7,0.8732,0.0779,0.305,Sleeping
1936,W00039,1.75,0.8841,0.0604,0.2986,Sleeping
1937,W00039,1.8,0.8711,0.0734,0.2983,Sleeping
1938,W00039,1.85,0.8787,0.0729,0.2899,Sleeping
1939,W00039,1.9,0.8772,0.084,0.2958,Sleeping
1940,W00039,1.95,0.8895,0.0713,0.308,Sleeping
1941,W00039,2.0,0.8829,0.0767,0.2941,Sleeping
1942,W00039,2.05,0.8725,0.0831,0.3117,Sleeping
1943,W00039,2.1,0.8725,0.0564,0.3121,Sleeping
1944,W00039,2.15,0.884,0.088,0.2969,Sleeping
1945,W00039,2.2,0.8759,0.0677,0.3065,Sleeping
1946,W00039,2.25,0.8878,0.0807,0.2873,Sleeping
1947,W00039,2.3,0.8699,0.0758,0.2881,Sleeping
1948,W00039,2.35,0.8659,0.0782,0.2973,Sleeping
1949,W00039,2.4,0.8819,0.0867,0.311,Sleeping
1950,W00039,2.45,0.8615,0.0706,0.3055,Sleeping
1951,W00040,0.0,0.0709,0.106,0.974,Standing
1952,W00040,0.05,0.0416,0.1064,0.9982,Standing
1953,W00040,0.1,0.0527,0.1055,0.9854,Standing
1954,W00040,0.15,0.0442,0.0318,0.9694,Standing
1955,W00040,0.2,0.0587,0.0596,0.9682,Standing
1956,W00040,0.25,0.0578,0.1372,0.9796,Standing
1957,W00040,0.3,-0.0141,0.165,1.0194,Standing
1958,W00040,0.35,0.044,0.0631,0.9733,Standing
1959,W00040,0.4,0.0932,0.0848,0.974,Standing
1960,W00040,0.45,0.0663,0.058,0.9505,Standing
1961,W00040,0.5,0.0686,0.0923,0.9831,Standing
1962,W00040,0.55,0.0633,0.1628,1.0437,Standing
1963,W00040,0.6,0.0797,0.1129,0.9612,Standing
1964,W00040,0.65,0.0869,0.067,1.007,Standing
1965,W00040,0.7,0.1265,0.1521,0.9737,Standing
1966,W00040,0.75,0.1207,0.1432,1.0142,Standing
1967,W00040,0.8,0.0666,0.0588,0.9563,Standing
1968,W00040,0.85,0.1009,0.0931,0.932,Standing
1969,W00040,0.9,0.0741,0.1049,1.004,Standing
1970,W00040,0.95,0.0376,0.092,0.9743,Standing
1971,W00040,1.0,0.0429,0.1146,0.9586,Standing
1972,W00040,1.05,0.0259,0.0628,0.9587,Standing
1973,W00040,1.1,-0.0261,0.1198,0.9876,Standing
1974,W00040,1.15,0.0301,0.091,0.978,Standing
1975,W00040,1.2,0.017,0.1348,0.9841,Standing
1976,W00040,1.25,-0.0003,0.0717,0.9919,Standing
1977,W00040,1.3,-0.0051,0.1133,0.9972,Standing
1978,W00040,1.35,0.0664,0.1062,0.9521,Standing
1979,W00040,1.4,0.1283,0.0929,0.9767,Standing
1980,W00040,1.45,0.0156,0.1107,0.9655,Standing
1981,W00040,1.5,0.0199,0.082,0.9722,Standing
1982,W00040,1.55,-0.0086,0.0879,1.0058,Standing
1983,W00040,1.6,0.0163,0.1436,1.0426,Standing
1984,W00040,1.65,0.0735,0.0899,0.9665,Standing
1985,W00040,1.7,0.152,0.0989,0.9936,Standing
1986,W00040,1.75,0.0269,0.0848,0.9944,Standing
1987,W00040,1.8,0.0493,0.07,0.9882,Standing
1988,W00040,1.85,0.0904,0.0662,1.0059,Standing
1989,W00040,1.9,0.0845,0.0955,1.0037,Standing
1990,W00040,1.95,0.0945,0.1273,0.9841,Standing
1991,W00040,2.0,0.0779,0.0971,0.9898,Standing
1992,W00040,2.05,0.0853,0.062,1.0218,Standing
1993,W00040,2.1,0.0635,0.0298,0.9798,Standing
1994,W00040,2.15,0.0075,0.1029,1.0167,Standing
1995,W00040,2.2,0.0438,0.1023,1.0087,Standing
1996,W00040,2.25,0.0853,0.1443,0.9941,Standing
1997,W00040,2.3,0.0641,0.0643,0.9377,Standing
1998,W00040,2.35,0.0887,0.1101,0.9191,Standing
1999,W00040,2.4,-0.0107,0.0542,0.9609,Standing
2000,W00040,2.45,-0.0085,0.1173,1.0026,Standing
2001,W00041,0.0,0.0411,0.0693,0.9309,Standing
2002,W00041,0.05,0.0385,0.0932,0.996,Standing
2003,W00041,0.1,0.0362,0.1072,0.9866,Standing
2004,W00041,0.15,0.0454,0.1052,1.0018,Standing
2005,W00041,0.2,-0.0239,0.0681,0.9929,Standing
2006,W00041,0.25,0.028,0.0733,0.9947,Standing
2007,W00041,0.3,0.1004,0.1553,0.909,Standing
2008,W00041,0.35,0.0798,0.1124,0.9156,Standing
2009,W00041,0.4,0.0533,0.0828,0.99,Standing
2010,W00041,0.45,-0.0022,0.1371,1.018,Standing
2011,W00041,0.5,0.057,0.091,0.9954,Standing
2012,W00041,0.55,0.0042,0.1119,1.01,Standing
2013,W00041,0.6,0.0523,0.1374,0.9223,Standing
2014,W00041,0.65,0.0187,0.0753,0.9367,Standing
2015,W00041,0.7,0.077,0.0969,0.9799,Standing
2016,W00041,0.75,0.0772,0.0636,0.9892,Standing
2017,W00041,0.8,0.0551,0.1237,0.9573,Standing
2018,W00041,0.85,0.032,0.0335,0.9375,Standing
2019,W00041,0.9,0.0428,0.0708,0.9821,Standing
2020,W00041,0.95,0.0535,0.1273,1.003,Standing
2021,W00041,1.0,0.081,0.0415,0.9688,Standing
2022,W00041,1.05,0.0571,0.0906,0.9914,Standing
2023,W00041,1.1,0.0731,0.0615,1.0555,Standing
2024,W00041,1.15,0.1352,0.1178,0.9837,Standing
2025,W00041,1.2,0.0834,0.1319,0.9946,Standing
2026,W00041,1.25,0.0113,0.1363,1.0372,Standing
2027,W00041,1.3,0.068,0.0889,0.9791,Standing
2028,W00041,1.35,0.1083,0.0997,0.9592,Standing
2029,W00041,1.4,-0.0364,0.1011,0.9886,Standing
2030,W00041,1.45,0.0206,0.1008,1.0003,Standing
2031,W00041,1.5,0.051,0.1259,1.0109,Standing
2032,W00041,1.55,0.047,0.0893,0.9915,Standing
2033,W00041,1.6,0.0285,0.0908,1.0229,Standing
2034,W00041,1.65,0.0686,0.1056,0.9755,Standing
2035,W00041,1.7,0.0381,0.1084,0.9947,Standing
2036,W00041,1.75,0.0174,0.1163,0.9733,Standing
2037,W00041,1.8,0.0634,0.1106,0.9612,Standing
2038,W00041,1.85,0.0665,0.1284,0.9926,Standing
2039,W00041,1.9,0.0775,0.1038,1.0503,Standing
2040,W00041,1.95,0.0379,0.074,0.9354,Standing
2041,W00041,2.0,0.0532,0.0538,0.9785,Standing
2042,W00041,2.05,0.0532,0.0256,0.9265,Standing
2043,W00041,2.1,0.0023,0.1299,0.9605,Standing
2044,W00041,2.15,0.0514,0.0593,0.9666,Standing
2045,W00041,2.2,0.022,0.032,0.9464,Standing
2046,W00041,2.25,0.0428,0.1122,0.9798,Standing
2047,W00041,2.3,0.0132,0.092,1.0061,Standing
2048,W00041,2.35,0.0574,0.0859,0.9565,Standing
2049,W00041,2.4,0.058,0.0458,0.9415,Standing
2050,W00041,2.45,0.0318,0.0953,0.9551,Standing
2051,W00042,0.0,0.0753,0.0849,0.9277,Standing
2052,W00042,0.05,0.0105,0.0507,0.9456,Standing
2053,W00042,0.1,-0.0088,0.0995,0.9756,Standing
2054,W00042,0.15,0.0398,0.0336,1.0002,Standing
2055,W00042,0.2,0.0656,0.0623,0.9806,Standing
2056,W00042,0.25,0.0444,0.0567,0.9543,Standing
2057,W00042,0.3,0.0269,0.0733,0.9541,Standing
2058,W00042,0.35,0.0183,0.1212,0.9417,Standing
2059,W00042,0.4,0.0275,0.1185,0.9512,Standing
2060,W00042,0.45,0.0288,0.1419,0.9512,Standing
2061,W00042,0.5,0.0173,0.0942,1.0302,Standing
2062,W00042,0.55,-0.0084,0.0915,0.9761,Standing
2063,W00042,0.6,0.0695,0.0645,0.9574,Standing
2064,W00042,0.65,-0.0222,0.1073,0.9633,Standing
2065,W00042,0.7,0.0326,0.108,1.0084,Standing
2066,W00042,0.75,0.015,0.1268,0.946,Standing
2067,W00042,0.8,0.0325,0.1121,0.9564,Standing
2068,W00042,0.85,0.0024,0.0532,0.95,Standing
2069,W00042,0.9,0.0256,0.1164,1.003,Standing
2070,W00042,0.95,0.0216,0.0797,1.004,Standing
2071,W00042,1.0,0.0029,0.1555,0.9721,Standing
2072,W00042,1.05,-0.0045,0.0705,0.9703,Standing
2073,W00042,1.1,0.0518,0.1001,0.9787,Standing
2074,W00042,1.15,0.0709,0.1579,1.0094,Standing
2075,W00042,1.2,0.0382,0.1544,1.0091,Standing
2076,W00042,1.25,0.107,0.1055,1.011,Standing
2077,W00042,1.3,0.0819,0.1253,0.9262,Standing
2078,W00042,1.35,0.0324,0.128,0.9862,Standing
2079,W00042,1.4,0.1068,0.1203,1.0278,Standing
2080,W00042,1.45,0.1031,0.0937,0.991,Standing
2081,W00042,1.5,0.0589,0.0615,1.027,Standing
2082,W00042,1.55,0.1012,0.1373,1.0297,Standing
2083,W00042,1.6,0.067,0.1319,0.9211,Standing
2084,W00042,1.65,0.0568,0.1043,0.9476,Standing
2085,W00042,1.7,0.0512,0.1138,0.9447,Standing
2086,W00042,1.75,0.0749,0.0935,0.9834,Standing
2087,W00042,1.8,0.08,0.0863,0.9536,Standing
2088,W00042,1.85,0.0873,0.0839,1.0308,Standing
2089,W00042,1.9,0.0416,0.1475,0.9208,Standing
2090,W00042,1.95,0.0685,0.091,1.0437,Standing
2091,W00042,2.0,-0.0231,0.1323,1.0058,Standing
2092,W00042,2.05,0.1036,0.0953,0.882,Standing
2093,W00042,2.1,0.0658,0.0982,1.017,Standing
2094,W00042,2.15,0.0772,0.1295,0.9983,Standing
2095,W00042,2.2,0.0543,0.0802,1.0185,Standing
2096,W00042,2.25,0.0389,0.1583,1.0215,Standing
2097,W00042,2.3,0.0408,0.098,1.0185,Standing
2098,W00042,2.35,0.091,0.1111,0.9998,Standing
2099,W00042,2.4,0.1072,0.0897,1.0005,Standing
2100,W00042,2.45,0.046,0.0714,0.9754,Standing
2101,W00043,0.0,0.8777,0.0932,0.3008,Sleeping
2102,W00043,0.05,0.8789,0.0707,0.3096,Sleeping
2103,W00043,0.1,0.8755,0.0698,0.2891,Sleeping
2104,W00043,0.15,0.8714,0.0722,0.2848,Sleeping
2105,W00043,0.2,0.8665,0.0835,0.2893,Sleeping
2106,W00043,0.25,0.8731,0.0836,0.2888,Sleeping
2107,W00043,0.3,0.8692,0.0718,0.3046,Sleeping
2108,W00043,0.35,0.8637,0.0727,0.2954,Sleeping
2109,W00043,0.4,0.8799,0.0761,0.3091,Sleeping
2110,W00043,0.45,0.8876,0.0798,0.3142,Sleeping
2111,W00043,0.5,0.8822,0.0794,0.2954,Sleeping
2112,W00043,0.55,0.8681,0.0832,0.2956,Sleeping
2113,W00043,0.6,0.8737,0.0631,0.295,Sleeping
2114,W00043,0.65,0.8968,0.0858,0.3067,Sleeping
2115,W00043,0.7,0.8833,0.0803,0.31,Sleeping
2116,W00043,0.75,0.8738,0.0543,0.2957,Sleeping
2117,W00043,0.8,0.8814,0.0719,0.3066,Sleeping
2118,W00043,0.85,0.8673,0.0768,0.2842,Sleeping
2119,W00043,0.9,0.8644,0.0759,0.2823,Sleeping
2120,W00043,0.95,0.8669,0.0772,0.304,Sleeping
2121,W00043,1.0,0.8921,0.0772,0.2951,Sleeping
2122,W00043,1.05,0.8744,0.0764,0.3029,Sleeping
2123,W00043,1.1,0.8874,0.0823,0.3024,Sleeping
2124,W00043,1.15,0.886,0.072,0.2973,Sleeping
2125,W00043,1.2,0.8799,0.0895,0.3073,Sleeping
2126,W00043,1.25,0.8755,0.0743,0.2932,Sleeping
2127,W00043,1.3,0.8819,0.0803,0.2909,Sleeping
2128,W00043,1.35,0.8776,0.0807,0.3023,Sleeping
2129,W00043,1.4,0.8632,0.0725,0.289,Sleeping
2130,W00043,1.45,0.8835,0.0769,0.3005,Sleeping
2131,W00043,1.5,0.8773,0.0695,0.3019,Sleeping
2132,W00043,1.55,0.8835,0.0948,0.3005,Sleeping
2133,W00043,1.6,0.8714,0.0861,0.3016,Sleeping
2134,W00043,1.65,0.8661,0.0809,0.3039,Sleeping
2135,W00043,1.7,0.8724,0.0728,0.2985,Sleeping
2136,W00043,1.75,0.871,0.086,0.2884,Sleeping
2137,W00043,1.8,0.887,0.072,0.2949,Sleeping
2138,W00043,1.85,0.862,0.0803,0.3071,Sleeping
2139,W00043,1.9,0.8818,0.088,0.3002,Sleeping
2140,W00043,1.95,0.8761,0.0737,0.2939,Sleeping
2141,W00043,2.0,0.8746,0.0771,0.2978,Sleeping
2142,W00043,2.05,0.8693,0.074,0.3068,Sleeping
2143,W00043,2.1,0.8775,0.0863,0.3013,Sleeping
2144,W00043,2.15,0.8837,0.062,0.2948,Sleeping
2145,W00043,2.2,0.8746,0.0888,0.3035,Sleeping
2146,W00043,2.25,0.8827,0.074,0.281,Sleeping
2147,W00043,2.3,0.8626,0.0882,0.2929,Sleeping
2148,W00043,2.35,0.8686,0.0756,0.2904,Sleeping
2149,W00043,2.4,0.8799,0.075,0.2989,Sleeping
2150,W00043,2.45,0.873,0.078,0.296,Sleeping
2151,W00044,0.0,0.8294,0.1004,0.3727,Resting
2152,W00044,0.05,0.8333,0.0674,0.3734,Resting
2153,W00044,0.1,0.8418,0.0938,0.3852,Resting
2154,W00044,0.15,0.869,0.1124,0.2915,Resting
2155,W00044,0.2,0.8662,0.0661,0.3801,Resting
2156,W00044,0.25,0.8232,0.0803,0.3362,Resting
2157,W00044,0.3,0.8647,0.0957,0.3639,Resting
2158,W00044,0.35,0.8777,0.107,0.3335,Resting
2159,W00044,0.4,0.8497,0.1219,0.3785,Resting
2160,W00044,0.45,0.8465,0.1407,0.347,Resting
2161,W00044,0.5,0.8319,0.0696,0.3571,Resting
2162,W00044,0.55,0.8319,0.1254,0.3417,Resting
2163,W00044,0.6,0.8291,0.1339,0.3439,Resting
2164,W00044,0.65,0.8396,0.0917,0.3074,Resting
2165,W00044,0.7,0.847,0.0808,0.348,Resting
2166,W00044,0.75,0.8715,0.0925,0.3555,Resting
2167,W00044,0.8,0.8058,0.1433,0.3225,Resting
2168,W00044,0.85,0.8589,0.1,0.3332,Resting
2169,W00044,0.9,0.8511,0.0685,0.3715,Resting
2170,W00044,0.95,0.8331,0.0949,0.3729,Resting
2171,W00044,1.0,0.8564,0.0694,0.3209,Resting
2172,W00044,1.05,0.8537,0.1185,0.3422,Resting
2173,W00044,1.1,0.8557,0.0837,0.3791,Resting
2174,W00044,1.15,0.8589,0.1007,0.362,Resting
2175,W00044,1.2,0.8241,0.089,0.3598,Resting
2176,W00044,1.25,0.8572,0.1206,0.373,Resting
2177,W00044,1.3,0.8714,0.0944,0.3592,Resting
2178,W00044,1.35,0.8444,0.109,0.3632,Resting
2179,W00044,1.4,0.8275,0.1065,0.3283,Resting
2180,W00044,1.45,0.8715,0.1301,0.3552,Resting
2181,W00044,1.5,0.8528,0.1296,0.3649,Resting
2182,W00044,1.55,0.8154,0.1377,0.3467,Resting
2183,W00044,1.6,0.893,0.1339,0.374,Resting
2184,W00044,1.65,0.8551,0.1287,0.366,Resting
2185,W00044,1.7,0.8544,0.1152,0.3848,Resting
2186,W00044,1.75,0.8874,0.1015,0.3572,Resting
2187,W00044,1.8,0.8355,0.0898,0.3277,Resting
2188,W00044,1.85,0.8685,0.0975,0.3614,Resting
2189,W00044,1.9,0.8403,0.1026,0.347,Resting
2190,W00044,1.95,0.8572,0.1331,0.3352,Resting
2191,W00044,2.0,0.8716,0.1015,0.339,Resting
2192,W00044,2.05,0.856,0.1111,0.3528,Resting
2193,W00044,2.1,0.8817,0.1224,0.3767,Resting
2194,W00044,2.15,0.8751,0.1037,0.3702,Resting
2195,W00044,2.2,0.8445,0.1137,0.3268,Resting
2196,W00044,2.25,0.8519,0.1036,0.3507,Resting
2197,W00044,2.3,0.8782,0.078,0.3666,Resting
2198,W00044,2.35,0.8524,0.1027,0.3595,Resting
2199,W00044,2.4,0.8281,0.1242,0.3732,Resting
2200,W00044,2.45,0.8892,0.0863,0.3741,Resting
2201,W00045,0.0,0.0801,0.0948,0.9687,Standing
2202,W00045,0.05,0.0395,0.1213,1.0136,Standing
2203,W00045,0.1,0.1302,0.1231,0.9555,Standing
2204,W00045,0.15,0.0516,0.111,0.9906,Standing
2205,W00045,0.2,0.0463,0.106,0.9186,Standing
2206,W00045,0.25,0.1199,0.0849,1.0596,Standing
2207,W00045,0.3,-0.0151,0.0861,0.945,Standing
2208,W00045,0.35,0.1099,0.0644,0.9487,Standing
2209,W00045,0.4,0.0812,0.1453,1.0808,Standing
2210,W00045,0.45,0.0676,0.1118,0.9885,Standing
2211,W00045,0.5,0.0654,0.1199,1.0232,Standing
2212,W00045,0.55,0.055,0.0487,1.0349,Standing
2213,W00045,0.6,0.0571,0.0714,1.0091,Standing
2214,W00045,0.65,0.0596,0.0917,1.0097,Standing
2215,W00045,0.7,0.0399,0.0257,1.0113,Standing
2216,W00045,0.75,0.0659,0.0914,0.9746,Standing
2217,W00045,0.8,0.1093,0.0602,0.9731,Standing
2218,W00045,0.85,0.0562,0.1437,1.0059,Standing
2219,W00045,0.9,0.0382,0.0989,0.9337,Standing
2220,W00045,0.95,0.0537,0.1191,0.9681,Standing
2221,W00045,1.0,0.093,0.096,0.9586,Standing
2222,W00045,1.05,0.0304,0.0691,0.9542,Standing
2223,W00045,1.1,0.0755,0.1088,0.9299,Standing
2224,W00045,1.15,0.0235,0.0648,1.0199,Standing
2225,W00045,1.2,0.0777,0.1027,0.9909,Standing
2226,W00045,1.25,0.0391,0.095,0.9554,Standing
2227,W00045,1.3,0.0415,0.0715,0.9252,Standing
2228,W00045,1.35,-0.0051,0.0331,0.9877,Standing
2229,W00045,1.4,0.0179,0.1106,0.9795,Standing
2230,W00045,1.45,0.0596,0.0733,0.9833,Standing
2231,W00045,1.5,0.1172,0.1383,0.9669,Standing
2232,W00045,1.55,0.0848,0.1101,1.01,Standing
2233,W00045,1.6,0.065,0.131,0.9948,Standing
2234,W00045,1.65,0.0626,0.039,0.9216,Standing
2235,W00045,1.7,0.0683,0.0584,0.9485,Standing
2236,W00045,1.75,0.1157,0.073,0.9128,Standing
2237,W00045,1.8,0.0757,0.1409,0.9717,Standing
2238,W00045,1.85,0.0297,0.0709,1.0283,Standing
2239,W00045,1.9,0.069,0.1227,1.0378,Standing
2240,W00045,1.95,0.0942,0.0873,1.0276,Standing
2241,W00045,2.0,0.0945,0.0847,1.0553,Standing
2242,W00045,2.05,0.1022,0.146,0.9458,Standing
2243,W00045,2.1,0.1217,0.0923,1.0114,Standing
2244,W00045,2.15,0.1093,0.1086,0.9825,Standing
2245,W00045,2.2,0.069,0.1357,0.9725,Standing
2246,W00045,2.25,0.0668,0.0574,0.9329,Standing
2247,W00045,2.3,0.0706,0.1242,1.0177,Standing
2248,W00045,2.35,0.0841,0.109,0.9917,Standing
2249,W00045,2.4,0.0127,0.1315,0.9866,Standing
2250,W00045,2.45,-0.0011,0.1083,0.9978,Standing
2251,W00046,0.0,-0.0243,-0.0077,0.9834,Walking
2252,W00046,0.05,-0.2319,-0.0069,0.7257,Walking
2253,W00046,0.1,0.0543,0.1676,0.8826,Walking
2254,W00046,0.15,0.2313,0.2391,0.9725,Walking
2255,W00046,0.2,0.0745,0.2009,1.0972,Walking
2256,W00046,0.25,0.3636,0.3259,1.0013,Walking
2257,W00046,0.3,0.1527,0.3225,1.0711,Walking
2258,W00046,0.35,0.1854,0.3352,1.0165,Walking
2259,W00046,0.4,0.1378,0.1051,1.0275,Walking
2260,W00046,0.45,-0.0226,0.0184,0.8904,Walking
2261,W00046,0.5,-0.1361,0.1078,0.8643,Walking
2262,W00046,0.55,-0.1398,0.106,0.8802,Walking
2263,W00046,0.6,-0.209,-0.112,0.932,Walking
2264,W00046,0.65,-0.0567,0.092,1.0307,Walking
2265,W00046,0.7,0.1107,0.2796,0.9493,Walking
2266,W00046,0.75,0.0929,0.3142,1.006,Walking
2267,W00046,0.8,0.2643,0.2785,1.1602,Walking
2268,W00046,0.85,0.289,0.3327,1.1899,Walking
2269,W00046,0.9,0.1718,0.4722,1.0615,Walking
2270,W00046,0.95,0.2609,0.2552,0.9383,Walking
2271,W00046,1.0,-0.019,0.0557,1.0575,Walking
2272,W00046,1.05,-0.0355,0.1918,0.9445,Walking
2273,W00046,1.1,-0.1772,0.063,0.6444,Walking
2274,W00046,1.15,-0.0513,-0.0818,0.7416,Walking
2275,W00046,1.2,-0.1342,0.0239,0.9651,Walking
2276,W00046,1.25,0.0891,0.0707,0.9825,Walking
2277,W00046,1.3,0.242,0.212,1.0729,Walking
2278,W00046,1.35,0.2135,0.2554,0.9603,Walking
2279,W00046,1.4,0.2756,0.1799,0.9887,Walking
2280,W00046,1.45,0.2435,0.2416,1.0562,Walking
2281,W00046,1.5,0.1249,0.1997,1.0225,Walking
2282,W00046,1.55,0.0293,0.0575,1.1452,Walking
2283,W00046,1.6,0.0775,0.2384,0.8987,Walking
2284,W00046,1.65,-0.0993,0.1516,0.8767,Walking
2285,W00046,1.7,-0.0391,0.032,0.7734,Walking
2286,W00046,1.75,-0.0206,0.0232,0.9125,Walking
2287,W00046,1.8,0.1828,0.0071,0.9391,Walking
2288,W00046,1.85,0.1459,0.2999,0.9326,Walking
2289,W00046,1.9,0.1355,0.3483,1.0579,Walking
2290,W00046,1.95,0.3617,0.0725,1.099,Walking
2291,W00046,2.0,0.2646,0.298,1.0815,Walking
2292,W00046,2.05,0.0225,0.1435,1.1416,Walking
2293,W00046,2.1,0.0369,0.0596,0.969,Walking
2294,W00046,2.15,-0.0621,0.1442,0.9172,Walking
2295,W00046,2.2,-0.0914,0.0595,0.8794,Walking
2296,W00046,2.25,-0.0734,0.1097,0.7947,Walking
2297,W00046,2.3,-0.1657,0.0823,0.7618,Walking
2298,W00046,2.35,-0.0804,0.1147,0.7431,Walking
2299,W00046,2.4,0.2263,0.2961,0.964,Walking
2300,W00046,2.45,0.345,0.1433,1.1182,Walking
2301,W00047,0.0,0.0201,0.1851,0.903,Walking
2302,W00047,0.05,-0.0284,-0.0364,0.9133,Walking
2303,W00047,0.1,-0.0818,0.0538,0.772,Walking
2304,W00047,0.15,-0.0752,0.0757,0.8093,Walking
